# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.get.duration,1777352959013000000,1777352968741000000,0
cacheStateStorage.get.counter,1777352959013000000,1777352968741000000,10
cacheStateStorage.set.duration,1777352959013000000,1777352968741000000,14
cacheStateStorage.set.counter,1777352959013000000,1777352968741000000,7
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777352959013000000,1777352968741000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1777352959013000000,1777352968741000000,0
jps.library.entities.serializer.save.entities.ms,1777352959013000000,1777352968741000000,0
jps.global.handle.changed.events.ms,1777352959013000000,1777352968741000000,0
workspaceModel.do.save.caches.ms,1777352959013000000,1777352968741000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777352959013000000,1777352968741000000,0
jps.global.initialize.library.bridges.ms,1777352959013000000,1777352968741000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1777352959013000000,1777352968741000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1777352959013000000,1777352968741000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777352959013000000,1777352968741000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777352959013000000,1777352968741000000,0
workspaceModel.mutableEntityStorage.entities.ms,1777352959013000000,1777352968741000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1777352959013000000,1777352968741000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1777352959013000000,1777352968741000000,0
jps.global.get.library.by.name.ms,1777352959013000000,1777352968741000000,0
workspaceModel.global.updates.ms,1777352959013000000,1777352968741000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777352959013000000,1777352968741000000,0
workspaceModel.load.cache.metadata.from.file.ms,1777352959013000000,1777352968741000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1777352959013000000,1777352968741000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1777352959013000000,1777352968741000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777352959013000000,1777352968741000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777352959013000000,1777352968741000000,0
workspaceModel.global.apply.state.to.project.ms,1777352959013000000,1777352968741000000,0
