# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.totalBytesAllocated,1777354368905000000,1777354429008000000,1016870576
JVM.usedNativeBytes,1777354368905000000,1777354429008000000,269507192
JVM.usedHeapBytes,1777354368905000000,1777354429008000000,214278096
JVM.totalTimeAtSafepointsMs,1777354368905000000,1777354429008000000,129
JVM.newThreadsCount,1777354368905000000,1777354429008000000,409
JVM.totalCpuTimeMs,1777354368905000000,1777354429008000000,26439
JVM.totalDirectByteBuffersBytes,1777354368905000000,1777354429008000000,198382990
OS.loadAverage,1777354368905000000,1777354429008000000,5.14501953125
JVM.totalTimeToSafepointsMs,1777354368905000000,1777354429008000000,30
JVM.maxThreadCount,1777354368905000000,1777354429008000000,73
JVM.maxHeapBytes,1777354368905000000,1777354429008000000,2147483648
JVM.GC.collectionTimesMs,1777354368905000000,1777354429008000000,119
JVM.totalSafepointCount,1777354368905000000,1777354429008000000,179
JVM.threadCount,1777354368905000000,1777354429008000000,70
JVM.GC.collections,1777354368905000000,1777354429008000000,26
cacheStateStorage.set.duration,1777354368905000000,1777354429008000000,7
cacheStateStorage.set.counter,1777354368905000000,1777354429008000000,3
cacheStateStorage.get.counter,1777354368905000000,1777354429008000000,25
cacheStateStorage.get.duration,1777354368905000000,1777354429008000000,121
FlushQueue.waitingTime90PNs,1777354368905000000,1777354429008000000,0
NonBlockingReadAction.finalizedExecutionsCount,1777354368905000000,1777354429008000000,5
AWTEventQueue.dispatchTime90PNs,1777354368905000000,1777354429008000000,313343
AWTEventQueue.eventsDispatched,1777354368905000000,1777354429008000000,4
AWTEventQueue.dispatchTimeAvgNs,1777354368905000000,1777354429008000000,154016.0
WriteAction.executionsCount,1777354368905000000,1777354429008000000,12
ReadAction.executionsCount,1777354368905000000,1777354429008000000,49727
FlushQueue.waitingTimeMaxNs,1777354368905000000,1777354429008000000,0
AWTEventQueue.dispatchTimeTotalNS,1777354368905000000,1777354429008000000,4097701619
NonBlockingReadAction.failedExecutionTimeUs,1777354368905000000,1777354429008000000,0
FlushQueue.executionTime90PNs,1777354368905000000,1777354429008000000,0
FlushQueue.queueSize90P,1777354368905000000,1777354429008000000,0
FlushQueue.waitingTimeAvgNs,1777354368905000000,1777354429008000000,0.0
FlushQueue.tasksExecuted,1777354368905000000,1777354429008000000,0
FlushQueue.executionTimeMaxNs,1777354368905000000,1777354429008000000,0
FlushQueue.queueSizeMax,1777354368905000000,1777354429008000000,0
FlushQueue.queueSizeAvg,1777354368905000000,1777354429008000000,0.0
NonBlockingReadAction.failedExecutionsCount,1777354368905000000,1777354429008000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1777354368905000000,1777354429008000000,106395
AWTEventQueue.dispatchTimeMaxNs,1777354368905000000,1777354429008000000,313343
FlushQueue.executionTimeAvgNs,1777354368905000000,1777354429008000000,0.0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1777354368905000000,1777354429008000000,0
workspaceModel.save.cache.to.file.ms,1777354368905000000,1777354429008000000,68
workspaceModel.do.save.caches.ms,1777354368905000000,1777354429008000000,64
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777354368905000000,1777354429008000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1777354368905000000,1777354429008000000,0
workspaceModel.load.cache.metadata.from.file.ms,1777354368905000000,1777354429008000000,17
workspaceModel.moduleManagerBridge.newModule.ms,1777354368905000000,1777354429008000000,0
jps.project.serializers.load.ms,1777354368905000000,1777354429008000000,20
jps.apply.loaded.storage.ms,1777354368905000000,1777354429008000000,8
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777354368905000000,1777354429008000000,0
jps.global.get.library.ms,1777354368905000000,1777354429008000000,0
jps.global.initialize.library.bridges.ms,1777354368905000000,1777354429008000000,1
workspaceModel.global.updates.count,1777354368905000000,1777354429008000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777354368905000000,1777354429008000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1777354368905000000,1777354429008000000,0
jps.library.entities.serializer.save.entities.ms,1777354368905000000,1777354429008000000,0
workspaceModel.global.apply.state.to.project.ms,1777354368905000000,1777354429008000000,47
jps.reload.project.entities.ms,1777354368905000000,1777354429008000000,0
workspaceModel.moduleBridge.before.changed.ms,1777354368905000000,1777354429008000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777354368905000000,1777354429008000000,145
jps.artifact.entities.serializer.save.entities.ms,1777354368905000000,1777354429008000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1777354368905000000,1777354429008000000,3
jps.global.handle.before.change.events.ms,1777354368905000000,1777354429008000000,0
jps.save.changed.project.entities.ms,1777354368905000000,1777354429008000000,1
jps.global.initialize.library.bridges.after.loading.ms,1777354368905000000,1777354429008000000,1
jps.app.storage.content.reader.load.component.ms,1777354368905000000,1777354429008000000,4
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777354368905000000,1777354429008000000,0
jps.module.iml.entities.serializer.load.entities.ms,1777354368905000000,1777354429008000000,11
workspaceModel.delayed.project.synchronizer.sync.ms,1777354368905000000,1777354429008000000,62
workspaceModel.mutableEntityStorage.to.snapshot.ms,1777354368905000000,1777354429008000000,2
workspaceModel.global.updates.ms,1777354368905000000,1777354429008000000,5
jps.module.iml.entities.serializer.save.entities.ms,1777354368905000000,1777354429008000000,0
jps.project.serializers.save.ms,1777354368905000000,1777354429008000000,1
jps.global.get.library.by.name.ms,1777354368905000000,1777354429008000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1777354368905000000,1777354429008000000,1
workspaceModel.orphan.listener.update.ms,1777354368905000000,1777354429008000000,1
jps.facet.change.listener.init.bridge.ms,1777354368905000000,1777354429008000000,0
jps.storage.jps.conf.reader.load.component.ms,1777354368905000000,1777354429008000000,14
workspaceModel.moduleManagerBridge.get.modules.ms,1777354368905000000,1777354429008000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1777354368905000000,1777354429008000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777354368905000000,1777354429008000000,9
jps.app.storage.content.writer.save.component.ms,1777354368905000000,1777354429008000000,7
workspaceModel.mutableEntityStorage.instances.count,1777354368905000000,1777354429008000000,30
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1777354368905000000,1777354429008000000,0
jps.library.entities.serializer.load.entities.ms,1777354368905000000,1777354429008000000,9
jps.global.handle.changed.events.ms,1777354368905000000,1777354429008000000,0
jps.global.get.libraries.ms,1777354368905000000,1777354429008000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1777354368905000000,1777354429008000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1777354368905000000,1777354429008000000,0
jps.load.initial.state.ms,1777354368905000000,1777354429008000000,9
workspaceModel.load.cache.from.file.ms,1777354368905000000,1777354429008000000,215
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1777354368905000000,1777354429008000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1777354368905000000,1777354429008000000,517
workspaceModel.mutableEntityStorage.entities.ms,1777354368905000000,1777354429008000000,0
jps.load.project.to.empty.storage.ms,1777354368905000000,1777354429008000000,53
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1777354368905000000,1777354429008000000,4
workspaceModel.global.apply.state.to.project.builder.ms,1777354368905000000,1777354429008000000,2
workspaceModel.mutableEntityStorage.resolve.ms,1777354368905000000,1777354429008000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1777354368905000000,1777354429008000000,0
jps.artifact.entities.serializer.load.entities.ms,1777354368905000000,1777354429008000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1777354368905000000,1777354429008000000,1
jps.save.global.entities.ms,1777354368905000000,1777354429008000000,21
workspaceModel.mutableEntityStorage.add.entity.ms,1777354368905000000,1777354429008000000,15
jps.facet.change.listener.before.change.events.ms,1777354368905000000,1777354429008000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777354368905000000,1777354429008000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1777354368905000000,1777354429008000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1777354368905000000,1777354429008000000,0
workspaceModel.moduleBridge.update.option.ms,1777354368905000000,1777354429008000000,0
workspaceModel.sync.entities.ms,1777354368905000000,1777354429008000000,0
jps.facet.change.listener.process.change.events.ms,1777354368905000000,1777354429008000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777354368905000000,1777354429008000000,0
workspaceModel.workspaceFileIndexData.instances.count,1777354368905000000,1777354429008000000,1
workspaceModel.cachedValue.clear.count,1777354368905000000,1777354429008000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1777354368905000000,1777354429008000000,152
workspaceModel.entityStorageSnapshotImpl.instances.count,1777354368905000000,1777354429008000000,20
workspaceModel.cachedValue.from.cache.count,1777354368905000000,1777354429008000000,88
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1777354368905000000,1777354429008000000,1
workspaceModel.workspaceFileIndexData.processFileSets.ms,1777354368905000000,1777354429008000000,0
workspaceModel.on.changed.ms,1777354368905000000,1777354429008000000,16
workspaceModel.cachedValueWithParameters.total.get.count,1777354368905000000,1777354429008000000,0
workspaceModel.cachedValueWithParameters.clear.count,1777354368905000000,1777354429008000000,0
workspaceModel.replace.project.model.ms,1777354368905000000,1777354429008000000,0
workspaceModel.updates.ms,1777354368905000000,1777354429008000000,44
workspaceModel.cachedValueWithParameters.calculated.count,1777354368905000000,1777354429008000000,0
workspaceModel.initializing.ms,1777354368905000000,1777354429008000000,1
workspaceModel.workspaceFileIndexData.markDirty.ms,1777354368905000000,1777354429008000000,0
workspaceModel.cachedValue.calculated.count,1777354368905000000,1777354429008000000,13
workspaceModel.loading.from.cache.ms,1777354368905000000,1777354429008000000,210
workspaceModel.check.recursive.update.ms,1777354368905000000,1777354429008000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1777354368905000000,1777354429008000000,0
workspaceModel.full.replace.project.model.ms,1777354368905000000,1777354429008000000,1
workspaceModel.update.unloaded.entities.ms,1777354368905000000,1777354429008000000,0
workspaceModel.loading.total.ms,1777354368905000000,1777354429008000000,215
workspaceModel.on.before.changed.ms,1777354368905000000,1777354429008000000,17
workspaceModel.cachedValueWithParameters.from.cache.count,1777354368905000000,1777354429008000000,0
workspaceModel.collect.changes.ms,1777354368905000000,1777354429008000000,0
workspaceModel.to.snapshot.ms,1777354368905000000,1777354429008000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1777354368905000000,1777354429008000000,0
workspaceModel.init.bridges.ms,1777354368905000000,1777354429008000000,1
workspaceModel.updates.precise.ms,1777354368905000000,1777354429008000000,8
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1777354368905000000,1777354429008000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1777354368905000000,1777354429008000000,0
workspaceModel.pre.handlers.ms,1777354368905000000,1777354429008000000,1
workspaceModel.updates.count,1777354368905000000,1777354429008000000,4
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1777354368905000000,1777354429008000000,136
workspaceModel.workspaceFileIndexData.init.ms,1777354368905000000,1777354429008000000,85
workspaceModel.cachedValue.total.get.count,1777354368905000000,1777354429008000000,101
VFS.fileChildByName,1777354368905000000,1777354429008000000,1260
VFS.contentStorage.recordsStored,1777354368905000000,1777354429008000000,0
VFS.invertedFileNameIndex.requests,1777354368905000000,1777354429008000000,0
VFS.contentStorage.recordsReadDecompressed,1777354368905000000,1777354429008000000,0
VFS.contentStorage.recordsDeduplicated,1777354368905000000,1777354429008000000,0
VFS.contentStorage.recordsRead,1777354368905000000,1777354429008000000,0
VFS.contentStorage.recordsStoredSize,1777354368905000000,1777354429008000000,0
FileNameCache.queries,1777354368905000000,1777354429008000000,558336
VFS.contentStorage.recordsDecompressionTimeUs,1777354368905000000,1777354429008000000,0
VFS.contentStorage.recordsReadSize,1777354368905000000,1777354429008000000,0
VFS.fileByIdCache.hits,1777354368905000000,1777354429008000000,1
VFS.fileByIdCache.misses,1777354368905000000,1777354429008000000,439
VFS.contentStorage.recordsStoredCompressed,1777354368905000000,1777354429008000000,0
FileNameCache.totalMisses,1777354368905000000,1777354429008000000,46848
